derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,applicant_age,income,debt_to_income_ratio,applicant_ethnicity_observed,applicant_race_observed,applicant_sex_observed,denial_reason_1
Not Hispanic or Latino,White,Female,1,155000,6.125,165000,25-34,80.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.0,215000,25-34,58.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,75000,7.375,85000,35-44,73.0,47.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,205000,5.625,255000,35-44,176.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.875,305000,25-34,100.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,385000,5.875,485000,25-34,125.0,50.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,365000,5.75,405000,<25,79.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,455000,6.0,475000,35-44,263.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,5.875,275000,65-74,47.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,1925000,5.875,2025000,45-54,669.0,58.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,335000,5.625,355000,35-44,85.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,75000,5.75,95000,35-44,33.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.875,215000,<25,72.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,5.875,275000,35-44,120.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,805000,5.875,1505000,55-64,375.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,255000,5.875,365000,25-34,111.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,5.875,175000,<25,93.0,7.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,495000,5.875,525000,35-44,120.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.875,305000,25-34,83.0,30.0,2,2,2,10
Hispanic or Latino,Asian,Male,1,665000,5.5,785000,35-44,459.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,355000,5.875,375000,25-34,89.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,5.875,305000,25-34,79.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.25,205000,35-44,120.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,275000,5.875,285000,25-34,70.0,45.0,2,2,2,10
Hispanic or Latino,White,Female,1,315000,6.625,405000,35-44,278.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,5.375,285000,35-44,76.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,1445000,6.5,1525000,25-34,240.0,60.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,6.0,155000,<25,45.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,635000,5.875,705000,35-44,449.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.0,175000,45-54,85.0,28.0,2,2,2,10
Hispanic or Latino,Asian,Male,1,105000,6.125,165000,<25,46.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,6.125,305000,35-44,80.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.25,195000,<25,85.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.25,125000,35-44,54.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,6.25,345000,25-34,125.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.25,135000,<25,54.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,6.25,65000,35-44,38.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,355000,6.375,445000,25-34,180.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,355000,6.25,395000,35-44,159.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.375,355000,65-74,41.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,195000,6.5,205000,35-44,86.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.5,175000,25-34,42.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,435000,6.375,465000,25-34,185.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,6.25,905000,65-74,133.0,57.0,2,2,2,10
Hispanic or Latino,White,Male,1,135000,7.0,155000,25-34,82.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,215000,6.5,265000,25-34,98.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1405000,6.75,1765000,45-54,542.0,54.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,95000,6.625,95000,25-34,41.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,125000,6.875,125000,35-44,49.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.75,245000,35-44,101.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.875,225000,<25,70.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.625,325000,25-34,200.0,1.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,945000,7.125,995000,45-54,450.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,6.625,295000,25-34,60.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.625,275000,35-44,106.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,235000,6.875,255000,25-34,106.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,525000,6.75,615000,25-34,205.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,665000,6.625,705000,45-54,279.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.875,145000,35-44,116.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.875,165000,<25,66.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1365000,7.0,1605000,45-54,739.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,605000,6.875,1275000,55-64,210.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,295000,7.25,385000,35-44,176.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,7.0,505000,35-44,61.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,7.0,275000,25-34,108.0,15.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,7.0,185000,35-44,114.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,7.25,75000,25-34,37.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,7.125,245000,25-34,87.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.25,155000,25-34,50.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,525000,4.75,605000,45-54,257.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,275000,6.875,305000,25-34,64.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,645000,4.25,895000,65-74,223.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,575000,6.0,675000,55-64,268.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,495000,4.375,705000,25-34,102.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,325000,5.375,365000,25-34,85.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,705000,4.875,745000,35-44,577.0,2.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.625,235000,25-34,71.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,5.625,165000,45-54,31.0,29.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,35000,5.625,35000,25-34,28.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,695000,5.125,1005000,35-44,116.0,55.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,895000,5.25,1005000,35-44,183.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,685000,5.375,915000,55-64,210.0,56.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.375,135000,35-44,71.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,515000,4.75,545000,35-44,169.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,6.75,115000,35-44,36.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,5.625,185000,35-44,63.0,29.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,875000,4.875,925000,25-34,291.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.375,135000,25-34,40.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.5,155000,25-34,43.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,5.875,275000,35-44,62.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,375000,5.25,625000,25-34,165.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,5.75,65000,25-34,56.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,715000,5.125,805000,25-34,215.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.0,355000,55-64,59.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,595000,6.0,745000,25-34,128.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,135000,5.625,145000,25-34,50.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,5.625,375000,55-64,99.0,55.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,505000,5.625,535000,35-44,240.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.0,155000,45-54,28.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,5.75,135000,45-54,63.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,5.625,245000,25-34,69.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,5.625,65000,35-44,61.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,25000,5.875,35000,25-34,76.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1615000,6.0,1705000,35-44,528.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,55000,6.0,75000,45-54,26.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,5.75,205000,<25,47.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,5.625,635000,45-54,180.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,5.625,115000,35-44,55.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,5.875,245000,>74,109.0,52.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,5.75,215000,<25,115.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,505000,5.25,535000,25-34,149.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,485000,6.5,605000,55-64,550.0,24.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,235000,5.625,285000,25-34,63.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,75000,5.5,115000,65-74,25.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,6.875,85000,25-34,71.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,5.75,225000,25-34,44.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.125,255000,35-44,150.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,5.75,205000,35-44,86.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.125,235000,35-44,53.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,5.375,145000,55-64,51.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,55000,6.625,65000,25-34,31.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1005000,5.5,1155000,35-44,186.0,56.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.625,225000,25-34,62.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,5.625,245000,25-34,105.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,5.875,225000,25-34,69.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.0,205000,<25,64.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,5.625,405000,25-34,95.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,5.625,315000,45-54,50.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,6.125,305000,45-54,155.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,5.875,165000,55-64,30.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,5.875,175000,25-34,68.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,5.125,335000,45-54,329.0,18.0,2,2,2,10
Hispanic or Latino,White,Male,1,285000,5.75,335000,55-64,83.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,5.75,155000,35-44,85.0,1.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,5.625,305000,55-64,62.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,295000,5.625,335000,25-34,130.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,5.625,205000,25-34,46.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,345000,5.75,435000,25-34,135.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,95000,5.625,105000,65-74,34.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,975000,5.75,1025000,35-44,345.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,5.375,275000,45-54,111.0,55.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,655000,5.875,825000,25-34,240.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.75,325000,<25,209.0,19.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,775000,5.625,815000,25-34,275.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.75,355000,25-34,110.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,95000,5.75,125000,<25,47.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,5.625,205000,25-34,64.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.875,225000,<25,90.0,35.0,2,2,2,10
Hispanic or Latino,White,Male,1,425000,6.0,495000,35-44,121.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,505000,5.75,745000,55-64,163.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,75000,6.0,95000,65-74,32.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.25,145000,25-34,43.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,465000,5.75,585000,25-34,162.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,305000,6.125,485000,55-64,200.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,425000,6.125,515000,25-34,136.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.0,155000,25-34,54.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,5.875,245000,65-74,54.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,35000,8.5,275000,35-44,76.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,795000,4.0,935000,35-44,347.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,225000,6.25,275000,35-44,76.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,615000,6.25,885000,>74,188.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,385000,5.875,405000,25-34,230.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,355000,6.0,445000,35-44,162.0,15.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,6.5,65000,55-64,76.0,12.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.875,305000,<25,71.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.0,155000,35-44,49.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,95000,5.875,125000,65-74,23.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,35000,6.125,35000,35-44,39.0,36.0,1,1,1,10
Not Hispanic or Latino,White,Female,1,155000,5.75,255000,55-64,94.0,18.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,5.75,145000,<25,52.0,38.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,565000,6.0,635000,35-44,377.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,465000,5.75,495000,25-34,174.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,285000,6.125,355000,25-34,101.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,335000,5.875,415000,55-64,118.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,35000,5.875,45000,35-44,40.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.125,245000,35-44,98.0,28.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,315000,8.5,1485000,35-44,245.0,60.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,75000,5.75,95000,45-54,64.0,7.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,435000,5.875,455000,25-34,129.0,20.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,1005000,5.75,1485000,35-44,245.0,51.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,235000,5.875,295000,45-54,151.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,6.0,455000,65-74,232.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,925000,5.875,975000,35-44,250.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,5.75,305000,25-34,107.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,25000,5.75,35000,65-74,26.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,395000,5.375,415000,35-44,136.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,6.125,75000,<25,50.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.125,145000,25-34,60.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,5.875,165000,35-44,63.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.0,285000,25-34,57.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,5.875,105000,25-34,82.0,19.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.25,225000,<25,57.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.875,335000,35-44,85.0,30.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,245000,5.875,285000,25-34,117.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,5.875,115000,<25,75.0,15.0,1,1,1,10
Not Hispanic or Latino,White,Female,1,105000,6.125,135000,25-34,90.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,5.875,215000,25-34,100.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.625,175000,35-44,84.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,5.875,185000,25-34,70.0,31.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,685000,6.0,715000,25-34,141.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,875000,5.875,975000,45-54,350.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,925000,5.875,975000,35-44,440.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,675000,5.875,715000,25-34,250.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,35000,5.875,105000,35-44,44.0,13.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,5.875,145000,25-34,36.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.0,235000,25-34,76.0,24.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,5.875,75000,45-54,58.0,29.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1865000,6.125,2035000,35-44,643.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,335000,6.125,395000,25-34,104.0,38.0,2,2,2,10
Hispanic or Latino,White,Male,1,185000,6.0,195000,25-34,74.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,5.875,105000,25-34,48.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,1965000,6.125,2615000,35-44,890.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.25,125000,25-34,62.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,695000,5.875,725000,35-44,205.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,5.875,135000,25-34,42.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,5.875,275000,45-54,75.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,5.875,225000,25-34,91.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,275000,5.875,345000,25-34,125.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,5.875,75000,25-34,93.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,5.625,155000,25-34,75.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,5.875,295000,25-34,72.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,5.875,195000,25-34,56.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,235000,6.0,275000,25-34,112.0,24.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.375,315000,25-34,83.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.25,175000,25-34,62.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,5.875,215000,25-34,47.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,5.875,65000,25-34,48.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,135000,5.875,185000,25-34,44.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,245000,6.0,385000,65-74,63.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,5.875,145000,25-34,90.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,7.25,265000,55-64,84.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,315000,6.0,335000,25-34,102.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,5.875,275000,25-34,68.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,435000,6.375,455000,35-44,141.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,75000,6.0,85000,<25,64.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,6.125,255000,35-44,93.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,395000,5.875,435000,65-74,86.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,85000,6.25,95000,65-74,59.0,26.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,6.125,265000,45-54,110.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,25000,8.24,265000,45-54,110.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.875,215000,25-34,70.0,34.0,1,1,1,10
Hispanic or Latino,White,Female,1,185000,6.125,235000,35-44,100.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,6.0,65000,>74,24.0,28.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,185000,6.0,265000,<25,42.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,75000,6.25,95000,25-34,60.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,6.375,305000,55-64,125.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,6.125,655000,55-64,378.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,785000,6.25,985000,55-64,221.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,725000,6.0,1465000,55-64,510.0,12.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,15000,9.0,85000,<25,64.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,7.25,105000,25-34,50.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.375,165000,35-44,64.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,7.0,385000,35-44,101.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,245000,6.625,255000,25-34,98.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,505000,6.125,535000,45-54,194.0,30.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,95000,6.375,125000,<25,37.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,705000,6.375,785000,45-54,372.0,40.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,95000,6.25,105000,55-64,42.0,39.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,165000,6.75,165000,25-34,66.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.25,235000,25-34,49.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,245000,6.25,255000,<25,79.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,6.625,445000,65-74,122.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,6.375,185000,25-34,196.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,6.25,185000,<25,63.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,135000,6.25,225000,>74,54.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.25,215000,<25,60.0,37.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,125000,6.5,135000,45-54,77.0,37.0,1,1,1,10
Not Hispanic or Latino,Black or African American,Male,1,105000,6.875,105000,25-34,68.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,6.25,305000,25-34,120.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,6.25,365000,45-54,85.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,6.25,205000,65-74,104.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,455000,6.25,475000,25-34,151.0,34.0,2,2,2,10
Not Hispanic or Latino,American Indian or Alaska Native,Male,1,715000,6.25,755000,35-44,370.0,16.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,6.5,65000,<25,33.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.375,275000,25-34,70.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,345000,6.375,395000,45-54,111.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,335000,6.375,795000,45-54,124.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,6.5,95000,25-34,73.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,75000,6.375,75000,<25,44.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.375,405000,25-34,122.0,29.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.375,225000,45-54,87.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.375,295000,25-34,75.0,48.0,2,2,2,10
